Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Time_slot,Drop_timestamp,Hour_of_day,weekday
5986,Airport,70,Trip Completed,15-07-2016 11:35,Day,15-07-2016 12:30,11,Friday
6140,Airport,70,Trip Completed,15-07-2016 15:54,Evening,15-07-2016 16:59,15,Friday
6554,City,70,Trip Completed,15-07-2016 20:58,Night,15-07-2016 21:56,20,Friday
467,City,71,Trip Completed,11-07-2016 09:20,Day,11-07-2016 10:17,9,Monday
615,City,71,Trip Completed,11-07-2016 11:54,Day,11-07-2016 12:43,11,Monday
801,Airport,71,Trip Completed,11-07-2016 17:11,Night,11-07-2016 18:24,17,Monday
1587,Airport,71,Trip Completed,12-07-2016 06:31,Morning,12-07-2016 07:42,6,Tuesday
1925,City,71,Trip Completed,12-07-2016 11:06,Day,12-07-2016 11:51,11,Tuesday
2527,City,71,Trip Completed,12-07-2016 21:11,Night,12-07-2016 21:53,21,Tuesday
3065,Airport,71,Trip Completed,13-07-2016 07:55,Morning,13-07-2016 08:26,7,Wednesday
5031,Airport,71,Trip Completed,14-07-2016 19:12,Night,14-07-2016 19:55,19,Thursday
160,Airport,72,Trip Completed,11-07-2016 05:38,Morning,11-07-2016 06:34,5,Monday
2029,City,72,Trip Completed,12-07-2016 14:16,Evening,12-07-2016 15:09,14,Tuesday
2543,City,72,Trip Completed,12-07-2016 21:16,Night,12-07-2016 21:53,21,Tuesday
2941,Airport,72,Trip Completed,13-07-2016 06:28,Morning,13-07-2016 07:19,6,Wednesday
4766,City,72,Trip Completed,14-07-2016 15:40,Evening,14-07-2016 16:28,15,Thursday
5349,Airport,72,Trip Completed,14-07-2016 22:55,Night,14-07-2016 23:22,22,Thursday
5409,Airport,72,Trip Completed,15-07-2016 01:36,Early Morning,15-07-2016 02:46,1,Friday
6698,Airport,72,Trip Completed,15-07-2016 22:47,Night,15-07-2016 23:51,22,Friday
81,Airport,73,Trip Completed,11-07-2016 04:47,Morning,11-07-2016 06:00,4,Monday
370,City,73,Trip Completed,11-07-2016 08:06,Day,11-07-2016 08:32,8,Monday
799,Airport,73,Trip Completed,11-07-2016 17:07,Night,11-07-2016 17:53,17,Monday
1300,City,73,Trip Completed,11-07-2016 22:31,Night,11-07-2016 22:56,22,Monday
1805,Airport,73,Trip Completed,12-07-2016 09:11,Day,12-07-2016 10:03,9,Tuesday
2410,City,73,Trip Completed,12-07-2016 20:05,Night,12-07-2016 20:59,20,Tuesday
2723,Airport,73,Trip Completed,13-07-2016 02:18,Early Morning,13-07-2016 03:10,2,Wednesday
3240,City,73,Trip Completed,13-07-2016 10:06,Day,13-07-2016 10:35,10,Wednesday
3424,City,73,Trip Completed,13-07-2016 15:48,Evening,13-07-2016 16:53,15,Wednesday
4188,City,73,Trip Completed,14-07-2016 05:29,Morning,14-07-2016 05:59,5,Thursday
5617,City,73,Trip Completed,15-07-2016 06:25,Morning,15-07-2016 07:36,6,Friday
5932,Airport,73,Trip Completed,15-07-2016 10:09,Day,15-07-2016 11:21,10,Friday
6699,City,73,Trip Completed,15-07-2016 22:47,Night,15-07-2016 23:37,22,Friday
285,City,74,Trip Completed,11-07-2016 07:02,Morning,11-07-2016 07:40,7,Monday
754,City,74,Trip Completed,11-07-2016 16:06,Evening,11-07-2016 16:53,16,Monday
1449,Airport,74,Trip Completed,12-07-2016 04:53,Morning,12-07-2016 05:57,4,Tuesday
2764,Airport,74,Trip Completed,13-07-2016 03:58,Early Morning,13-07-2016 04:42,3,Wednesday
2859,City,74,Trip Completed,13-07-2016 05:39,Morning,13-07-2016 06:37,5,Wednesday
3036,Airport,74,Trip Completed,13-07-2016 07:36,Morning,13-07-2016 08:45,7,Wednesday
3934,Airport,74,Trip Completed,13-07-2016 22:20,Night,13-07-2016 23:25,22,Wednesday
4486,City,74,Trip Completed,14-07-2016 09:00,Day,14-07-2016 09:39,9,Thursday
4996,City,74,Trip Completed,14-07-2016 18:52,Night,14-07-2016 19:44,18,Thursday
5133,Airport,74,Trip Completed,14-07-2016 20:11,Night,14-07-2016 20:45,20,Thursday
5887,City,74,Trip Completed,15-07-2016 09:39,Day,15-07-2016 10:23,9,Friday
6402,Airport,74,Trip Completed,15-07-2016 19:29,Night,15-07-2016 20:41,19,Friday
462,City,75,Trip Completed,11-07-2016 09:14,Day,11-07-2016 10:30,9,Monday
817,City,75,Trip Completed,11-07-2016 17:32,Night,11-07-2016 18:23,17,Monday
1790,Airport,75,Trip Completed,12-07-2016 09:06,Day,12-07-2016 09:58,9,Tuesday
2014,City,75,Trip Completed,12-07-2016 13:36,Evening,12-07-2016 14:09,13,Tuesday
2165,City,75,Trip Completed,12-07-2016 17:31,Night,12-07-2016 18:24,17,Tuesday
2627,City,75,Trip Completed,12-07-2016 22:08,Night,12-07-2016 22:56,22,Tuesday
2968,City,75,Trip Completed,13-07-2016 06:54,Morning,13-07-2016 07:28,6,Wednesday
3282,Airport,75,Trip Completed,13-07-2016 10:47,Day,13-07-2016 11:24,10,Wednesday
3544,City,75,Trip Completed,13-07-2016 17:54,Night,13-07-2016 19:01,17,Wednesday
5552,Airport,75,Trip Completed,15-07-2016 05:33,Morning,15-07-2016 06:28,5,Friday
6657,Airport,75,Trip Completed,15-07-2016 22:11,Night,15-07-2016 23:13,22,Friday
88,Airport,76,Trip Completed,11-07-2016 04:54,Morning,11-07-2016 06:07,4,Monday
201,City,76,Trip Completed,11-07-2016 06:09,Morning,11-07-2016 07:20,6,Monday
847,Airport,76,Trip Completed,11-07-2016 17:49,Night,11-07-2016 18:48,17,Monday
1585,Airport,76,Trip Completed,12-07-2016 06:30,Morning,12-07-2016 07:27,6,Tuesday
2116,City,76,Trip Completed,12-07-2016 16:33,Evening,12-07-2016 17:09,16,Tuesday
2800,Airport,76,Trip Completed,13-07-2016 04:58,Morning,13-07-2016 05:27,4,Wednesday
3066,City,76,Trip Completed,13-07-2016 07:57,Morning,13-07-2016 08:44,7,Wednesday
3640,City,76,Trip Completed,13-07-2016 19:05,Night,13-07-2016 19:46,19,Wednesday
4162,City,76,Trip Completed,14-07-2016 05:06,Morning,14-07-2016 06:16,5,Thursday
4892,Airport,76,Trip Completed,14-07-2016 17:59,Night,14-07-2016 19:08,17,Thursday
5038,City,76,Trip Completed,14-07-2016 19:20,Night,14-07-2016 19:47,19,Thursday
6417,City,76,Trip Completed,15-07-2016 19:44,Night,15-07-2016 20:44,19,Friday
376,City,77,Trip Completed,11-07-2016 08:11,Day,11-07-2016 08:49,8,Monday
899,City,77,Trip Completed,11-07-2016 18:09,Night,11-07-2016 19:16,18,Monday
1112,Airport,77,Trip Completed,11-07-2016 20:15,Night,11-07-2016 21:07,20,Monday
1444,City,77,Trip Completed,12-07-2016 04:43,Morning,12-07-2016 05:56,4,Tuesday
1993,City,77,Trip Completed,12-07-2016 12:50,Evening,12-07-2016 13:42,12,Tuesday
2417,City,77,Trip Completed,12-07-2016 19:59,Night,12-07-2016 21:22,19,Tuesday
3318,City,77,Trip Completed,13-07-2016 12:25,Evening,13-07-2016 13:07,12,Wednesday
3529,Airport,77,Trip Completed,13-07-2016 17:53,Night,13-07-2016 18:36,17,Wednesday
4322,Airport,77,Trip Completed,14-07-2016 07:04,Morning,14-07-2016 07:30,7,Thursday
5861,Airport,77,Trip Completed,15-07-2016 09:11,Day,15-07-2016 10:26,9,Friday
6519,City,77,Trip Completed,15-07-2016 20:44,Night,15-07-2016 21:32,20,Friday
34,City,78,Trip Completed,11-07-2016 02:20,Early Morning,11-07-2016 03:34,2,Monday
637,Airport,78,Trip Completed,11-07-2016 12:24,Evening,11-07-2016 13:31,12,Monday
1005,City,78,Trip Completed,11-07-2016 19:07,Night,11-07-2016 19:53,19,Monday
1293,City,78,Trip Completed,11-07-2016 22:28,Night,11-07-2016 23:24,22,Monday
1664,Airport,78,Trip Completed,12-07-2016 07:35,Morning,12-07-2016 08:45,7,Tuesday
1915,City,78,Trip Completed,12-07-2016 10:45,Day,12-07-2016 11:32,10,Tuesday
3262,Airport,78,Trip Completed,13-07-2016 10:21,Day,13-07-2016 11:08,10,Wednesday
3546,City,78,Trip Completed,13-07-2016 18:02,Night,13-07-2016 18:48,18,Wednesday
3977,Airport,78,Trip Completed,13-07-2016 23:13,Night,13-07-2016 23:50,23,Wednesday
4300,City,78,Trip Completed,14-07-2016 06:46,Morning,14-07-2016 07:59,6,Thursday
4680,City,78,Trip Completed,14-07-2016 12:48,Evening,14-07-2016 13:34,12,Thursday
4812,City,78,Trip Completed,14-07-2016 17:17,Night,14-07-2016 18:20,17,Thursday
5972,Airport,78,Trip Completed,15-07-2016 11:06,Day,15-07-2016 11:47,11,Friday
645,City,79,Trip Completed,11-07-2016 12:39,Evening,11-07-2016 13:51,12,Monday
732,Airport,79,Trip Completed,11-07-2016 15:18,Evening,11-07-2016 15:57,15,Monday
1215,Airport,79,Trip Completed,11-07-2016 21:33,Night,11-07-2016 22:28,21,Monday
1450,Airport,79,Trip Completed,12-07-2016 04:46,Morning,12-07-2016 05:46,4,Tuesday
2044,Airport,79,Trip Completed,12-07-2016 14:39,Evening,12-07-2016 15:21,14,Tuesday
2420,Airport,79,Trip Completed,12-07-2016 20:07,Night,12-07-2016 21:04,20,Tuesday
3944,City,79,Trip Completed,13-07-2016 22:33,Night,13-07-2016 23:09,22,Wednesday
4369,City,79,Trip Completed,14-07-2016 07:37,Morning,14-07-2016 08:18,7,Thursday
5070,Airport,79,Trip Completed,14-07-2016 19:33,Night,14-07-2016 20:45,19,Thursday
5822,Airport,79,Trip Completed,15-07-2016 08:53,Day,15-07-2016 09:40,8,Friday
6723,City,79,Trip Completed,15-07-2016 23:19,Night,16-07-2016 00:08,23,Friday
3,Airport,80,Trip Completed,11-07-2016 00:24,Early Morning,11-07-2016 01:31,0,Monday
70,City,80,Trip Completed,11-07-2016 04:34,Morning,11-07-2016 05:30,4,Monday
256,Airport,80,Trip Completed,11-07-2016 06:44,Morning,11-07-2016 07:38,6,Monday
702,Airport,80,Trip Completed,11-07-2016 14:07,Evening,11-07-2016 14:50,14,Monday
769,Airport,80,Trip Completed,11-07-2016 16:21,Evening,11-07-2016 17:25,16,Monday
1277,City,80,Trip Completed,11-07-2016 22:04,Night,11-07-2016 22:35,22,Monday
2062,Airport,80,Trip Completed,12-07-2016 15:00,Evening,12-07-2016 15:54,15,Tuesday
2399,Airport,80,Trip Completed,12-07-2016 19:51,Night,12-07-2016 20:35,19,Tuesday
2645,Airport,80,Trip Completed,12-07-2016 22:46,Night,12-07-2016 23:22,22,Tuesday
3468,City,80,Trip Completed,13-07-2016 17:08,Night,13-07-2016 17:46,17,Wednesday
3826,Airport,80,Trip Completed,13-07-2016 21:16,Night,13-07-2016 21:51,21,Wednesday
5384,Airport,80,Trip Completed,14-07-2016 00:03,Early Morning,14-07-2016 01:03,0,Thursday
6460,City,80,Trip Completed,15-07-2016 20:09,Night,15-07-2016 20:52,20,Friday
269,City,81,Trip Completed,11-07-2016 06:44,Morning,11-07-2016 07:43,6,Monday
336,Airport,81,Trip Completed,11-07-2016 07:50,Morning,11-07-2016 08:44,7,Monday
1241,Airport,81,Trip Completed,11-07-2016 21:38,Night,11-07-2016 22:42,21,Monday
1651,Airport,81,Trip Completed,12-07-2016 07:21,Morning,12-07-2016 07:59,7,Tuesday
1963,City,81,Trip Completed,12-07-2016 11:58,Day,12-07-2016 13:01,11,Tuesday
2368,City,81,Trip Completed,12-07-2016 19:32,Night,12-07-2016 20:23,19,Tuesday
3004,Airport,81,Trip Completed,13-07-2016 07:17,Morning,13-07-2016 08:26,7,Wednesday
3310,City,81,Trip Completed,13-07-2016 11:55,Day,13-07-2016 12:57,11,Wednesday
3391,City,81,Trip Completed,13-07-2016 14:34,Evening,13-07-2016 15:50,14,Wednesday
4194,Airport,81,Trip Completed,14-07-2016 05:27,Morning,14-07-2016 06:13,5,Thursday
5728,City,81,Trip Completed,15-07-2016 07:42,Morning,15-07-2016 08:45,7,Friday
6091,City,81,Trip Completed,15-07-2016 14:37,Evening,15-07-2016 15:17,14,Friday
6748,Airport,81,Trip Completed,15-07-2016 23:45,Night,16-07-2016 00:51,23,Friday
286,City,82,Trip Completed,11-07-2016 06:58,Morning,11-07-2016 07:54,6,Monday
547,Airport,82,Trip Completed,11-07-2016 10:01,Day,11-07-2016 10:47,10,Monday
574,City,82,Trip Completed,11-07-2016 10:58,Day,11-07-2016 11:39,10,Monday
936,Airport,82,Trip Completed,11-07-2016 18:28,Night,11-07-2016 19:25,18,Monday
1514,Airport,82,Trip Completed,12-07-2016 05:41,Morning,12-07-2016 06:18,5,Tuesday
1656,City,82,Trip Completed,12-07-2016 07:26,Morning,12-07-2016 08:35,7,Tuesday
2405,Airport,82,Trip Completed,12-07-2016 20:01,Night,12-07-2016 20:53,20,Tuesday
3372,Airport,82,Trip Completed,13-07-2016 14:03,Evening,13-07-2016 14:37,14,Wednesday
4215,Airport,82,Trip Completed,14-07-2016 05:40,Morning,14-07-2016 06:38,5,Thursday
6486,City,82,Trip Completed,15-07-2016 20:26,Night,15-07-2016 21:08,20,Friday
520,City,83,Trip Completed,11-07-2016 09:47,Day,11-07-2016 10:43,9,Monday
1285,City,83,Trip Completed,11-07-2016 22:13,Night,11-07-2016 23:17,22,Monday
3394,City,83,Trip Completed,13-07-2016 14:51,Evening,13-07-2016 15:32,14,Wednesday
3520,City,83,Trip Completed,13-07-2016 17:43,Night,13-07-2016 18:36,17,Wednesday
4998,City,83,Trip Completed,14-07-2016 18:52,Night,14-07-2016 20:04,18,Thursday
5377,City,83,Trip Completed,14-07-2016 23:42,Night,15-07-2016 00:39,23,Thursday
5759,City,83,Trip Completed,15-07-2016 08:16,Day,15-07-2016 08:54,8,Friday
422,City,84,Trip Completed,11-07-2016 08:42,Day,11-07-2016 09:56,8,Monday
578,Airport,84,Trip Completed,11-07-2016 11:03,Day,11-07-2016 11:53,11,Monday
3035,City,84,Trip Completed,13-07-2016 07:31,Morning,13-07-2016 08:47,7,Wednesday
3728,Airport,84,Trip Completed,13-07-2016 20:03,Night,13-07-2016 21:16,20,Wednesday
4097,City,84,Trip Completed,14-07-2016 03:15,Early Morning,14-07-2016 04:05,3,Thursday
5184,City,84,Trip Completed,14-07-2016 20:42,Night,14-07-2016 21:49,20,Thursday
5404,City,84,Trip Completed,15-07-2016 01:12,Early Morning,15-07-2016 02:05,1,Friday
5525,Airport,84,Trip Completed,15-07-2016 05:18,Morning,15-07-2016 06:36,5,Friday
6392,Airport,84,Trip Completed,15-07-2016 19:24,Night,15-07-2016 20:31,19,Friday
603,Airport,85,Trip Completed,11-07-2016 11:43,Day,11-07-2016 12:56,11,Monday
1956,City,85,Trip Completed,12-07-2016 11:45,Day,12-07-2016 12:32,11,Tuesday
2914,Airport,85,Trip Completed,13-07-2016 06:16,Morning,13-07-2016 06:51,6,Wednesday
3434,Airport,85,Trip Completed,13-07-2016 16:07,Evening,13-07-2016 16:48,16,Wednesday
3454,City,85,Trip Completed,13-07-2016 16:57,Evening,13-07-2016 18:07,16,Wednesday
3809,City,85,Trip Completed,13-07-2016 20:58,Night,13-07-2016 21:43,20,Wednesday
3947,Airport,85,Trip Completed,13-07-2016 22:39,Night,13-07-2016 23:15,22,Wednesday
4319,Airport,85,Trip Completed,14-07-2016 06:54,Morning,14-07-2016 08:09,6,Thursday
4716,City,85,Trip Completed,14-07-2016 13:36,Evening,14-07-2016 14:08,13,Thursday
5790,Airport,85,Trip Completed,15-07-2016 08:31,Day,15-07-2016 09:40,8,Friday
6205,Airport,85,Trip Completed,15-07-2016 17:26,Night,15-07-2016 18:38,17,Friday
6727,Airport,85,Trip Completed,15-07-2016 23:25,Night,16-07-2016 00:19,23,Friday
51,City,86,Trip Completed,11-07-2016 03:34,Early Morning,11-07-2016 04:33,3,Monday
446,City,86,Trip Completed,11-07-2016 09:07,Day,11-07-2016 10:08,9,Monday
1252,City,86,Trip Completed,11-07-2016 21:51,Night,11-07-2016 22:58,21,Monday
1380,Airport,86,Trip Completed,12-07-2016 01:01,Early Morning,12-07-2016 02:15,1,Tuesday
1638,City,86,Trip Completed,12-07-2016 07:15,Morning,12-07-2016 07:50,7,Tuesday
2152,Airport,86,Trip Completed,12-07-2016 17:25,Night,12-07-2016 17:55,17,Tuesday
3125,City,86,Trip Completed,13-07-2016 08:45,Day,13-07-2016 09:19,8,Wednesday
3366,City,86,Trip Completed,13-07-2016 13:45,Evening,13-07-2016 14:34,13,Wednesday
4632,Airport,86,Trip Completed,14-07-2016 11:21,Day,14-07-2016 12:20,11,Thursday
5924,City,86,Trip Completed,15-07-2016 10:09,Day,15-07-2016 10:47,10,Friday
6133,Airport,86,Trip Completed,15-07-2016 15:43,Evening,15-07-2016 16:15,15,Friday
6316,Airport,86,Trip Completed,15-07-2016 18:35,Night,15-07-2016 19:07,18,Friday
6609,City,86,Trip Completed,15-07-2016 21:44,Night,15-07-2016 22:55,21,Friday
246,Airport,87,Trip Completed,11-07-2016 06:35,Morning,11-07-2016 07:10,6,Monday
980,Airport,87,Trip Completed,11-07-2016 19:00,Night,11-07-2016 20:15,19,Monday
1677,City,87,Trip Completed,12-07-2016 07:38,Morning,12-07-2016 08:16,7,Tuesday
4620,City,87,Trip Completed,14-07-2016 10:59,Day,14-07-2016 12:14,10,Thursday
4848,Airport,87,Trip Completed,14-07-2016 17:33,Night,14-07-2016 18:16,17,Thursday
5402,Airport,87,Trip Completed,15-07-2016 01:06,Early Morning,15-07-2016 01:48,1,Friday
5971,Airport,87,Trip Completed,15-07-2016 11:04,Day,15-07-2016 11:47,11,Friday
6113,City,87,Trip Completed,15-07-2016 15:15,Evening,15-07-2016 16:22,15,Friday
6508,City,87,Trip Completed,15-07-2016 20:40,Night,15-07-2016 21:39,20,Friday
746,Airport,88,Trip Completed,11-07-2016 15:47,Evening,11-07-2016 16:34,15,Monday
1488,Airport,88,Trip Completed,12-07-2016 05:31,Morning,12-07-2016 06:38,5,Tuesday
1838,City,88,Trip Completed,12-07-2016 09:40,Day,12-07-2016 10:10,9,Tuesday
2839,Airport,88,Trip Completed,13-07-2016 05:20,Morning,13-07-2016 06:05,5,Wednesday
4391,City,88,Trip Completed,14-07-2016 07:52,Morning,14-07-2016 09:02,7,Thursday
4701,City,88,Trip Completed,14-07-2016 13:09,Evening,14-07-2016 13:49,13,Thursday
5171,Airport,88,Trip Completed,14-07-2016 20:29,Night,14-07-2016 21:35,20,Thursday
5962,City,88,Trip Completed,15-07-2016 10:48,Day,15-07-2016 11:55,10,Friday
6118,City,88,Trip Completed,15-07-2016 15:17,Evening,15-07-2016 16:19,15,Friday
6450,City,88,Trip Completed,15-07-2016 20:01,Night,15-07-2016 20:59,20,Friday
257,Airport,89,Trip Completed,11-07-2016 06:38,Morning,11-07-2016 07:50,6,Monday
708,Airport,89,Trip Completed,11-07-2016 14:16,Evening,11-07-2016 14:48,14,Monday
891,Airport,89,Trip Completed,11-07-2016 18:10,Night,11-07-2016 19:14,18,Monday
1748,City,89,Trip Completed,12-07-2016 08:33,Day,12-07-2016 09:14,8,Tuesday
2625,City,89,Trip Completed,12-07-2016 22:09,Night,12-07-2016 23:18,22,Tuesday
3989,City,89,Trip Completed,13-07-2016 23:21,Night,14-07-2016 00:31,23,Wednesday
5285,Airport,89,Trip Completed,14-07-2016 21:42,Night,14-07-2016 22:12,21,Thursday
6461,City,89,Trip Completed,15-07-2016 20:12,Night,15-07-2016 21:12,20,Friday
1563,Airport,90,Trip Completed,12-07-2016 06:16,Morning,12-07-2016 07:32,6,Tuesday
2207,Airport,90,Trip Completed,12-07-2016 17:56,Night,12-07-2016 19:14,17,Tuesday
2879,City,90,Trip Completed,13-07-2016 05:59,Morning,13-07-2016 06:50,5,Wednesday
3644,Airport,90,Trip Completed,13-07-2016 19:08,Night,13-07-2016 19:54,19,Wednesday
3996,Airport,90,Trip Completed,13-07-2016 23:36,Night,14-07-2016 00:35,23,Wednesday
4355,City,90,Trip Completed,14-07-2016 07:19,Morning,14-07-2016 07:59,7,Thursday
4758,City,90,Trip Completed,14-07-2016 15:26,Evening,14-07-2016 16:07,15,Thursday
6001,Airport,90,Trip Completed,15-07-2016 12:07,Evening,15-07-2016 13:18,12,Friday
1181,Airport,91,Trip Completed,11-07-2016 21:04,Night,11-07-2016 22:06,21,Monday
1297,City,91,Trip Completed,11-07-2016 22:22,Night,11-07-2016 23:03,22,Monday
1429,City,91,Trip Completed,12-07-2016 04:41,Morning,12-07-2016 05:22,4,Tuesday
2104,City,91,Trip Completed,12-07-2016 16:07,Evening,12-07-2016 17:04,16,Tuesday
2736,City,91,Trip Completed,13-07-2016 02:43,Early Morning,13-07-2016 03:54,2,Wednesday
3615,City,91,Trip Completed,13-07-2016 18:56,Night,13-07-2016 19:43,18,Wednesday
4719,Airport,91,Trip Completed,14-07-2016 13:43,Evening,14-07-2016 14:46,13,Thursday
4748,City,91,Trip Completed,14-07-2016 15:03,Evening,14-07-2016 16:22,15,Thursday
870,City,92,Trip Completed,11-07-2016 17:57,Night,11-07-2016 18:41,17,Monday
2124,Airport,92,Trip Completed,12-07-2016 16:53,Evening,12-07-2016 17:31,16,Tuesday
2457,Airport,92,Trip Completed,12-07-2016 20:31,Night,12-07-2016 21:39,20,Tuesday
2621,City,92,Trip Completed,12-07-2016 22:05,Night,12-07-2016 22:58,22,Tuesday
3168,City,92,Trip Completed,13-07-2016 09:12,Day,13-07-2016 10:08,9,Wednesday
3285,Airport,92,Trip Completed,13-07-2016 10:59,Day,13-07-2016 12:00,10,Wednesday
3315,City,92,Trip Completed,13-07-2016 12:09,Evening,13-07-2016 13:19,12,Wednesday
5585,City,92,Trip Completed,15-07-2016 05:58,Morning,15-07-2016 07:10,5,Friday
6235,City,92,Trip Completed,15-07-2016 17:47,Night,15-07-2016 18:20,17,Friday
913,Airport,93,Trip Completed,11-07-2016 18:18,Night,11-07-2016 19:15,18,Monday
1852,City,93,Trip Completed,12-07-2016 09:43,Day,12-07-2016 10:58,9,Tuesday
3117,Airport,93,Trip Completed,13-07-2016 08:34,Day,13-07-2016 09:07,8,Wednesday
3392,Airport,93,Trip Completed,13-07-2016 14:46,Evening,13-07-2016 15:17,14,Wednesday
4722,City,93,Trip Completed,14-07-2016 13:50,Evening,14-07-2016 14:59,13,Thursday
692,Airport,94,Trip Completed,11-07-2016 13:49,Evening,11-07-2016 14:29,13,Monday
1351,Airport,94,Trip Completed,11-07-2016 23:44,Night,12-07-2016 00:49,23,Monday
1800,City,94,Trip Completed,12-07-2016 09:09,Day,12-07-2016 10:05,9,Tuesday
2434,City,94,Trip Completed,12-07-2016 20:16,Night,12-07-2016 21:15,20,Tuesday
3212,City,94,Trip Completed,13-07-2016 09:48,Day,13-07-2016 10:45,9,Wednesday
3340,City,94,Trip Completed,13-07-2016 12:45,Evening,13-07-2016 13:37,12,Wednesday
3598,Airport,94,Trip Completed,13-07-2016 18:38,Night,13-07-2016 19:40,18,Wednesday
53,Airport,95,Trip Completed,11-07-2016 03:30,Early Morning,11-07-2016 04:22,3,Monday
3558,Airport,95,Trip Completed,13-07-2016 18:14,Night,13-07-2016 18:51,18,Wednesday
4257,City,95,Trip Completed,14-07-2016 06:10,Morning,14-07-2016 07:08,6,Thursday
4869,City,95,Trip Completed,14-07-2016 17:49,Night,14-07-2016 18:20,17,Thursday
5548,City,95,Trip Completed,15-07-2016 05:24,Morning,15-07-2016 06:06,5,Friday
5630,Airport,95,Trip Completed,15-07-2016 06:32,Morning,15-07-2016 07:14,6,Friday
6645,City,95,Trip Completed,15-07-2016 22:10,Night,15-07-2016 23:00,22,Friday
156,Airport,96,Trip Completed,11-07-2016 05:35,Morning,11-07-2016 06:40,5,Monday
350,City,96,Trip Completed,11-07-2016 07:53,Morning,11-07-2016 08:40,7,Monday
976,Airport,96,Trip Completed,11-07-2016 18:54,Night,11-07-2016 19:48,18,Monday
1344,City,96,Trip Completed,11-07-2016 23:35,Night,12-07-2016 00:39,23,Monday
1524,City,96,Trip Completed,12-07-2016 05:50,Morning,12-07-2016 06:59,5,Tuesday
2143,Airport,96,Trip Completed,12-07-2016 17:15,Night,12-07-2016 17:56,17,Tuesday
2353,City,96,Trip Completed,12-07-2016 19:31,Night,12-07-2016 20:23,19,Tuesday
3028,Airport,96,Trip Completed,13-07-2016 07:28,Morning,13-07-2016 08:14,7,Wednesday
3913,Airport,96,Trip Completed,13-07-2016 22:14,Night,13-07-2016 22:56,22,Wednesday
4274,City,96,Trip Completed,14-07-2016 06:18,Morning,14-07-2016 07:27,6,Thursday
4673,City,96,Trip Completed,14-07-2016 12:35,Evening,14-07-2016 13:44,12,Thursday
6198,Airport,96,Trip Completed,15-07-2016 17:23,Night,15-07-2016 18:11,17,Friday
569,Airport,97,Trip Completed,11-07-2016 10:37,Day,11-07-2016 11:44,10,Monday
1626,Airport,97,Trip Completed,12-07-2016 06:58,Morning,12-07-2016 07:49,6,Tuesday
3505,City,97,Trip Completed,13-07-2016 17:37,Night,13-07-2016 18:22,17,Wednesday
3758,City,97,Trip Completed,13-07-2016 20:37,Night,13-07-2016 21:16,20,Wednesday
4649,City,97,Trip Completed,14-07-2016 11:50,Day,14-07-2016 12:44,11,Thursday
4745,Airport,97,Trip Completed,14-07-2016 15:06,Evening,14-07-2016 16:05,15,Thursday
5354,Airport,97,Trip Completed,14-07-2016 23:07,Night,15-07-2016 00:01,23,Thursday
5953,City,97,Trip Completed,15-07-2016 10:42,Day,15-07-2016 11:38,10,Friday
6577,City,97,Trip Completed,15-07-2016 21:19,Night,15-07-2016 21:48,21,Friday
1565,Airport,98,Trip Completed,12-07-2016 06:21,Morning,12-07-2016 07:32,6,Tuesday
1973,Airport,98,Trip Completed,12-07-2016 12:17,Evening,12-07-2016 12:47,12,Tuesday
2363,Airport,98,Trip Completed,12-07-2016 19:31,Night,12-07-2016 20:32,19,Tuesday
2994,City,98,Trip Completed,13-07-2016 07:15,Morning,13-07-2016 08:12,7,Wednesday
3201,Airport,98,Trip Completed,13-07-2016 09:33,Day,13-07-2016 10:17,9,Wednesday
3511,City,98,Trip Completed,13-07-2016 17:38,Night,13-07-2016 18:54,17,Wednesday
3956,Airport,98,Trip Completed,13-07-2016 22:47,Night,13-07-2016 23:41,22,Wednesday
4359,City,98,Trip Completed,14-07-2016 07:27,Morning,14-07-2016 08:03,7,Thursday
4798,City,98,Trip Completed,14-07-2016 16:52,Evening,14-07-2016 17:39,16,Thursday
5955,Airport,98,Trip Completed,15-07-2016 10:45,Day,15-07-2016 11:48,10,Friday
6117,Airport,98,Trip Completed,15-07-2016 15:17,Evening,15-07-2016 16:06,15,Friday
6252,City,98,Trip Completed,15-07-2016 18:00,Night,15-07-2016 18:46,18,Friday
101,Airport,99,Trip Completed,11-07-2016 05:08,Morning,11-07-2016 06:09,5,Monday
351,City,99,Trip Completed,11-07-2016 07:53,Morning,11-07-2016 08:55,7,Monday
871,City,99,Trip Completed,11-07-2016 17:57,Night,11-07-2016 18:42,17,Monday
1330,Airport,99,Trip Completed,11-07-2016 23:11,Night,12-07-2016 00:14,23,Monday
3227,Airport,99,Trip Completed,13-07-2016 09:52,Day,13-07-2016 10:33,9,Wednesday
4921,City,99,Trip Completed,14-07-2016 18:14,Night,14-07-2016 19:20,18,Thursday
5373,City,99,Trip Completed,14-07-2016 23:42,Night,15-07-2016 00:17,23,Thursday
6612,Airport,99,Trip Completed,15-07-2016 21:49,Night,15-07-2016 22:28,21,Friday
50,City,100,Trip Completed,11-07-2016 03:22,Early Morning,11-07-2016 03:57,3,Monday
102,Airport,100,Trip Completed,11-07-2016 05:01,Morning,11-07-2016 05:38,5,Monday
211,City,100,Trip Completed,11-07-2016 06:08,Morning,11-07-2016 06:47,6,Monday
510,City,100,Trip Completed,11-07-2016 09:40,Day,11-07-2016 11:01,9,Monday
